time_min,Pb2+_conc_mg_L,Pb2+_adsorbed_mg_g,Pb2+_saturation_pct,E_coli_cfu_ml,E_coli_log_reduction
73.0,0.0,175.4867985087237,97.49266583817983,1.0,5.0
74.0,0.0,175.5438316742861,97.52435093015896,1.0,5.0
75.0,0.0,175.59943249549798,97.55524027527666,1.0,5.0
76.0,0.0,175.65365447971067,97.58536359983925,1.0,5.0
77.0,0.0,175.70654849397954,97.61474916332197,1.0,5.0
78.0,0.0,175.7581629263163,97.64342384795349,1.0,5.0
79.0,0.0,175.8085438352434,97.67141324180189,1.0,5.0
80.0,0.0,175.85773508863042,97.6987417159058,1.0,5.0
81.0,0.0,175.9057784926991,97.72543249594395,1.0,5.0
82.0,0.0,175.95271391200149,97.75150772888972,1.0,5.0
83.0,0.0,175.99857938110017,97.77698854505566,1.0,5.0
84.0,0.0,176.04341120861437,97.80189511589687,1.0,5.0
85.0,0.0,176.0872440742339,97.82624670790771,1.0,5.0
86.0,0.0,176.1301111192508,97.85006173291711,1.0,5.0
87.0,0.0,176.17204403110898,97.87335779506054,1.0,5.0
88.0,0.0,176.21307312242834,97.89615173468242,1.0,5.0
89.0,0.0,176.25322740492135,97.91845966940075,1.0,5.0
90.0,0.0,176.2925346585832,97.94029703254623,1.0,5.0
